Compound,A,B,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ,In literature
ThWO3,Th,W,cubic,4,2,1.21,0.94,0.66,1.3,2.36,2.582925572,1.7456,-1.782,0.895897427,-1.780289011,0.471428571,FALSE
RbMnO3,Rb,Mn,tetragonal,not balanced,not balanced,1.72,1.52,0.62,0.82,1.55,3.112266446,2.16999357,-2.502857143,1.092164929,-,0.442857143,FALSE
ErVO3,Er,V,orthorhombic,3,3,1.06,0.89,0.64,1.24,1.63,2.536253277,1.758039163,-1.974357143,0.852687589,3.035266936,0.457142857,TRUE
NaGdO3,Na,Gd,cubic,not balanced,not balanced,1.39,1.02,0.94,0.93,1.2,2.759925005,2.28415608,-3.1095,0.843088854,-,0.671428571,FALSE
DyNaO3,Dy,Na,cubic,not balanced,not balanced,1.08,0.99,1.02,1.22,0.93,2.550861398,2.425828064,-3.03,0.724638354,-,0.728571429,FALSE
AcRhO3,Ac,Rh,orthorhombic,element not in BV,element not in BV,1.12,1.12,0.61,1.1,2.28,0,2.001424352,-1.723214286,0.886521935,-,0.435714286,FALSE
TiPuO3,Ti,Pu,orthorhombic,element not in BV,element not in BV,0.74,0.71,0.83,1.54,1.28,2.276501981,2.226583834,-2.153785714,0.678568839,-,0.592857143,FALSE
RuDyO3,Ru,Dy,cubic,not balanced,not balanced,0.62,0.62,0.99,2.2,1.22,2.316806575,2.255580699,-2.146285714,0.597638367,-,0.707142857,FALSE
MgAsO3,Mg,As,cubic,not balanced,not balanced,0.89,0.72,0.52,1.31,2.18,2.401380848,1.932227032,-1.434928571,0.84337215,-,0.371428571,FALSE
InNpO3,In,Np,cubic,element not in BV,element not in BV,0.92,0.8,0.86,1.78,1.36,2.392361909,0,-2.249857143,0.725879528,-,0.614285714,FALSE
NpGaO3,Np,Ga,orthorhombic,element not in BV,element not in BV,0.98,0.86,0.62,1.36,1.81,0,1.974643898,-1.792785714,0.833125811,-,0.442857143,FALSE
RuKO3,Ru,K,orthorhombic,5,1,0.57,0.62,1.38,2.2,0.82,2.316806575,2.723507129,-2.839928571,0.501079266,-26.32119119,0.985714286,FALSE
BiMnO3,Bi,Mn,orthorhombic,3,3,1.38,0.9,0.65,2.02,1.55,2.514401896,2.16999357,-2.059714286,0.958905781,1.613820779,0.464285714,TRUE
CePmO3,Ce,Pm,cubic,element not in BV,element not in BV,1.24,0.94,0.97,1.12,1.13,2.577786082,0,-3.018428571,0.78766325,-,0.692857143,FALSE
NiCeO3,Ni,Ce,orthorhombic,not balanced,not balanced,0.59,0.59,0.94,1.91,1.12,2.39068842,2.268642439,-2.157357143,0.601342946,-,0.671428571,FALSE
PmLaO3,Pm,La,cubic,element not in BV,element not in BV,1.14,0.97,1.03,1.13,1.1,0,2.376509378,-3.067892857,0.73911573,-,0.735714286,FALSE
ErNbO3,Er,Nb,cubic,3,3,1.06,0.89,0.72,1.24,1.6,2.536253277,1.955055241,-2.146857143,0.820510699,4.363718673,0.514285714,FALSE
ErNbO3,Er,Nb,cubic,3,3,1.06,0.89,0.72,1.24,1.6,2.536253277,1.955055241,-2.146857143,0.820510699,4.363718673,0.514285714,FALSE
IrSmO3,Ir,Sm,cubic,3,3,0.68,0.63,0.96,2.2,1.17,2.311294958,2.311832729,-2.155857143,0.623212756,-13.70393613,0.685714286,FALSE
ScAcO3,Sc,Ac,orthorhombic,element not in BV,element not in BV,0.87,0.75,1.12,1.36,1.1,2.417029414,0,-2.935071429,0.636957299,-,0.8,FALSE
BNaO3,B,Na,cubic,not balanced,not balanced,0.27,0.27,1.02,2.04,0.93,1.891523329,2.425828064,-2.005178571,0.487962118,-,0.728571429,FALSE
EuHfO3,Eu,Hf,orthorhombic,2,4,1.48,1.06,0.71,1.2,1.3,2.675987786,2.027412322,-2.571428571,0.965150488,3.647569868,0.507142857,FALSE
MoZnO3,Mo,Zn,cubic,4,2,0.65,0.62,0.74,2.16,1.65,2.079035521,2.096140752,-1.662964286,0.677368646,-41.20228215,0.528571429,FALSE
AgTbO3,Ag,Tb,cubic,not balanced,not balanced,1.28,0.95,0.84,1.93,1.2,2.76145322,2.256932729,-2.509,0.846002756,-,0.6,FALSE
DyCdO3,Dy,Cd,cubic,not balanced,not balanced,1.08,0.99,0.95,1.22,1.69,2.550861398,2.286435201,-2.595357143,0.746223327,-,0.678571429,FALSE
CaOsO3,Ca,Os,orthorhombic,element not in BV,element not in BV,1.34,1,0.57,1,2.2,2.648077507,1.954921624,-1.790428571,0.98348862,-,0.407142857,FALSE
ReYbO3,Re,Yb,rhombohedral,not balanced,not balanced,0.57,0.57,0.95,1.9,1.1,2.33939643,2.223980699,-2.166,0.59276611,-,0.678571429,FALSE
NaRhO3,Na,Rh,orthorhombic,not balanced,not balanced,1.39,1.02,0.61,0.93,2.28,2.759925005,2.001424352,-1.872107143,0.981506428,-,0.435714286,FALSE
HoLaO3,Ho,La,cubic,not balanced,not balanced,1.12,0.9,1.03,1.23,1.1,2.54631216,2.376509378,-3.014392857,0.733295921,-,0.735714286,FALSE
AgNbO3,Ag,Nb,rhombohedral,1,5,1.28,0.95,0.64,1.93,1.6,2.76145322,1.955055241,-1.972571429,0.928944203,4.072890082,0.457142857,TRUE
ThTlO3,Th,Tl,cubic,not balanced,not balanced,1.21,0.94,1.2,1.3,1.62,2.582925572,2.297683747,-3.177928571,0.709826423,-,0.857142857,FALSE
ThOsO3,Th,Os,cubic,element not in BV,element not in BV,1.21,0.94,0.57,1.3,2.2,2.582925572,1.954921624,-1.671785714,0.936826751,-,0.407142857,FALSE
TcInO3,Tc,In,cubic,element not in BV,element not in BV,0.6,0.6,0.8,1.9,1.78,0,2.147680955,-1.778571429,0.642824347,-,0.571428571,FALSE
BaCeO3,Ba,Ce,orthorhombic,2,4,1.61,1.35,0.87,0.89,1.12,2.942998888,2.268642439,-3.195178571,0.937617362,3.622472408,0.621428571,TRUE
UCuO3,U,Cu,rhombohedral,4,2,1.17,0.85,0.73,1.38,1.9,2.344466993,2.005573846,-2.077428571,0.853175788,-0.491430864,0.521428571,FALSE
AsLuO3,As,Lu,cubic,3,3,0.58,0.52,0.86,2.18,1.27,2.214684508,2.209114963,-1.893071429,0.619500631,-12.50850785,0.614285714,FALSE
BiPaO3,Bi,Pa,rhombohedral,element not in BV,element not in BV,1.38,0.9,0.91,2.02,1.5,2.514401896,0,-2.535642857,0.850976992,-,0.65,FALSE
TcCeO3,Tc,Ce,rhombohedral,element not in BV,element not in BV,0.6,0.6,0.94,1.9,1.12,0,2.268642439,-2.169,0.60436477,-,0.671428571,FALSE
RhAlO3,Rh,Al,cubic,3,3,0.67,0.61,0.54,2.28,1.61,2.332748705,1.892894405,-1.325035714,0.754490225,10.84838439,0.385714286,FALSE
ZrMnO3,Zr,Mn,cubic,3,3,0.89,0.72,0.65,1.33,1.55,2.383420021,2.16999357,-1.889142857,0.789890014,6.225299055,0.464285714,FALSE
TcLuO3,Tc,Lu,cubic,element not in BV,element not in BV,0.6,0.6,0.86,1.9,1.27,0,2.209114963,-1.994571429,0.625758213,-,0.614285714,FALSE
